callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
BAW63H,,400775,G-VIIX,B772,EGKK,EGKK,2018-12-31 12:49:18+00:00,2019-01-01 07:34:24+00:00,2019-01-01 00:00:00+00:00,51.14305115,-0.226407438,0,51.1585352,-0.11505127,99.06
ETD485,,8964c1,A6-BLQ,B789,YBBN,OMAA,2018-12-31 12:49:41+00:00,2019-01-01 02:40:27+00:00,2019-01-01 00:00:00+00:00,-27.3691864,153.1372358,0,24.4026947,54.69395955,137.16
CSN6079,,7bb0bb,B-2693,B738,,,2018-12-31 12:52:51+00:00,2019-01-01 02:29:20+00:00,2019-01-01 00:00:00+00:00,17.23200911,102.2268513,9448.8,36.82328796,126.8826485,5044.44
CSN3037,,7814ff,,,,WIII,2018-12-31 13:03:41+00:00,2019-01-01 05:58:35+00:00,2019-01-01 00:00:00+00:00,15.94454956,104.0719926,11277.6,-6.105838064,106.676962,83.82
AFR431,,394a13,F-GSQT,B77W,LFPG,LFPG,2018-12-31 13:06:24+00:00,2019-01-01 15:01:18+00:00,2019-01-01 00:00:00+00:00,48.99577332,2.550518329,0,48.99636996,2.631008751,53.34
CSN345,,780db1,B-5970,A333,,EHAM,2018-12-31 13:09:36+00:00,2019-01-01 03:59:26+00:00,2019-01-01 00:00:00+00:00,36.59750728,111.9174324,9448.8,52.31415939,4.750785828,-121.92
PAL114,,75827b,RP-C7773,B77W,RPLL,KSFO,2018-12-31 13:11:47+00:00,2019-01-01 00:16:24+00:00,2019-01-01 00:00:00+00:00,14.54356384,121.0798961,609.6,37.6109495,-122.3564082,-7.62
SIA255,,76cdb3,9V-SMS,A359,WMKK,YBBN,2018-12-31 13:14:14+00:00,2019-01-01 00:50:08+00:00,2019-01-01 00:00:00+00:00,2.778609971,101.7018601,0,-27.42008972,153.1082672,121.92
UAL47,,aa92fa,N78003,B772,EDDF,KIAH,2018-12-31 13:14:51+00:00,2019-01-01 00:05:49+00:00,2019-01-01 00:00:00+00:00,50.0039978,8.526257967,-304.8,29.97761536,-95.22410673,426.72
DAH4629,,0a0045,7T-VJW,A332,,,2018-12-31 13:16:16+00:00,2019-01-01 01:09:25+00:00,2019-01-01 00:00:00+00:00,36.33220608,1.976078115,10668,36.3223114,1.949043274,10126.98
BAW243,,406d7b,,,EGLL,MMMX,2018-12-31 13:17:07+00:00,2019-01-01 00:24:28+00:00,2019-01-01 00:00:00+00:00,51.47753906,-0.479538376,-304.8,19.40231323,-99.12983486,2446.02
SVA818,,710056,HZ-AK14,B77W,WIII,WIII,2018-12-31 13:17:37+00:00,2019-01-01 11:02:29+00:00,2019-01-01 00:00:00+00:00,-6.121444702,106.6377698,0,-6.098017288,106.6964722,205.74
SIA288,,76ceee,9V-SWN,B77W,YSCB,YSSY,2018-12-31 13:23:11+00:00,2019-01-01 09:04:48+00:00,2019-01-01 00:00:00+00:00,-35.28034973,149.1947937,609.6,-33.9617157,151.1799466,22.86
UAE319,,89639e,A6-EOE,A388,,OMDB,2018-12-31 13:23:48+00:00,2019-01-01 00:47:57+00:00,2019-01-01 00:00:00+00:00,35.7805481,139.9088287,5791.2,25.24169405,55.37235044,-60.96
CSC8087,,7811de,,,,RJBB,2018-12-31 13:25:56+00:00,2019-01-01 09:32:36+00:00,2019-01-01 00:00:00+00:00,4.416597011,103.0123112,10363.2,34.45042419,135.2387284,-91.44
CHH7969,,78097a,B-2722,B788,,KLAS,2018-12-31 13:29:35+00:00,2019-01-01 05:13:58+00:00,2019-01-01 00:00:00+00:00,36.58838304,111.9427945,8839.2,36.07365417,-115.130024,594.36
ABG7502,,424311,VP-BLG,B763,,UUEE,2018-12-31 13:33:15+00:00,2019-01-01 12:51:25+00:00,2019-01-01 00:00:00+00:00,56.04890442,36.98763761,3048,56.00862122,37.66587691,769.62
QTR8405,,06a07f,A7-BFA,B77L,OTHH,OTHH,2018-12-31 13:38:57+00:00,2019-01-01 08:30:12+00:00,2019-01-01 00:00:00+00:00,25.25788879,51.62582397,304.8,25.23419914,51.61475415,76.2
CPA261,,780204,B-KPD,B77W,,LFPG,2018-12-31 13:39:21+00:00,2019-01-01 05:13:18+00:00,2019-01-01 00:00:00+00:00,15.85675049,104.1920712,11887.2,48.99604409,2.624142295,30.48
PAL102,,75827c,RP-C7772,B77W,RPLL,KLAX,2018-12-31 13:44:05+00:00,2019-01-01 01:20:09+00:00,2019-01-01 00:00:00+00:00,14.56153999,121.1046078,914.4,33.95436432,-118.3800888,175.26
NAX7UA,,47c98d,,,LFPG,KLAX,2018-12-31 13:44:44+00:00,2019-01-01 00:34:19+00:00,2019-01-01 00:00:00+00:00,49.01959953,2.498233193,0,33.95489502,-118.3746587,198.12
KLM685,,48405e,PH-BFS,B744,EHAM,MMMX,2018-12-31 13:46:03+00:00,2019-01-01 01:04:38+00:00,2019-01-01 00:00:00+00:00,52.29091838,4.742248535,-304.8,19.41000211,-99.11670477,2369.82
QTR807,,06a1bb,A7-BEE,B77W,,OTHH,2018-12-31 13:48:42+00:00,2019-01-01 01:49:24+00:00,2019-01-01 00:00:00+00:00,35.79048157,140.03088,6096,25.22186279,51.64149446,152.4
KLM861,,4841ad,PH-BQN,B772,EHAM,,2018-12-31 13:49:57+00:00,2019-01-01 00:06:55+00:00,2019-01-01 00:00:00+00:00,52.30522156,4.77583531,-304.8,36.16121971,140.6119099,3855.72
XAX317,,7503ae,9M-XBB,A333,WMKK,WMKK,2018-12-31 13:51:05+00:00,2019-01-01 03:08:35+00:00,2019-01-01 00:00:00+00:00,2.74772644,101.668877,304.8,2.676707122,101.7187184,228.6
FDX5030,,abd6c6,N862FD,B77L,,EDDK,2018-12-31 13:52:15+00:00,2019-01-01 09:26:25+00:00,2019-01-01 00:00:00+00:00,36.8609464,126.4215287,7010.4,50.85273743,7.169247189,0
HDA375,,7801a2,B-HTG,A321,,RPUF,2018-12-31 13:52:47+00:00,2019-01-01 01:59:29+00:00,2019-01-01 00:00:00+00:00,36.99435425,114.8464576,10972.8,15.07212493,120.517371,731.52
PAL126,,758522,,,RPLL,KJFK,2018-12-31 13:54:50+00:00,2019-01-01 04:26:57+00:00,2019-01-01 00:00:00+00:00,14.51978263,121.0392681,304.8,40.68443298,-73.72412109,266.7
APG901,,758330,RP-C8970,A320,,RPUF,2018-12-31 13:55:59+00:00,2019-01-01 00:20:18+00:00,2019-01-01 00:00:00+00:00,36.63400269,126.6496468,7010.4,15.05795288,120.5117798,807.72
AMX002,,0d0a9b,,,LEMD,MMMX,2018-12-31 13:58:46+00:00,2019-01-01 00:54:53+00:00,2019-01-01 00:00:00+00:00,40.54820251,-3.575195313,609.6,19.40423584,-99.12640163,2423.16
QTR807D,,06a2c6,,,,OTHH,2018-12-31 13:59:35+00:00,2019-01-01 01:48:23+00:00,2019-01-01 00:00:00+00:00,35.77842066,140.030102,6096,25.23440552,51.6146342,76.2
FDX5230,,ac2d32,N884FD,B77L,PANC,,2018-12-31 13:59:46+00:00,2019-01-01 06:39:24+00:00,2019-01-01 00:00:00+00:00,61.19288635,-150.0107574,0,34.54632258,125.8018112,10972.8
AVA019,,aace63,N796AV,,LEBL,SKBO,2018-12-31 13:59:50+00:00,2019-01-01 00:17:46+00:00,2019-01-01 00:00:00+00:00,41.19973755,2.023071289,914.4,4.699995397,-74.1361447,
UAL935,,a13de2,N17963,B789,EGLL,KHHR,2018-12-31 13:59:54+00:00,2019-01-01 00:32:59+00:00,2019-01-01 00:00:00+00:00,51.47755768,-0.483856201,-304.8,33.9400177,-118.35689,190.5
CPA921,,780a4b,B-LAZ,A333,OMDB,,2018-12-31 14:02:45+00:00,2019-01-01 02:30:57+00:00,2019-01-01 00:00:00+00:00,25.26107142,55.34668545,-304.8,13.46296692,122.1169202,11277.6
KLM867,,485345,PH-BHM,B789,EHAM,RJBB,2018-12-31 14:04:10+00:00,2019-01-01 00:31:21+00:00,2019-01-01 00:00:00+00:00,52.2985064,4.761631557,-304.8,34.43059372,135.2092552,-137.16
AZA784,,4ca1e0,EI-DBL,B772,LIRF,,2018-12-31 14:07:08+00:00,2019-01-01 01:47:17+00:00,2019-01-01 00:00:00+00:00,41.81735229,12.225536,0,36.22407532,140.7066536,3870.96
SIA424,,76cd69,9V-SKI,A388,YMML,VABB,2018-12-31 14:09:04+00:00,2019-01-01 16:16:57+00:00,2019-01-01 00:00:00+00:00,-37.69299316,144.8425812,0,19.08875676,72.85414956,-22.86
THA934,,88510b,,,,EBMB,2018-12-31 14:09:12+00:00,2019-01-01 05:58:59+00:00,2019-01-01 00:00:00+00:00,3.639872923,103.3209702,11887.2,50.9012146,4.533048063,-45.72
JAI521,,80067d,VT-JLJ,B739,VABB,VABB,2018-12-31 14:11:36+00:00,2019-01-01 01:16:23+00:00,2019-01-01 00:00:00+00:00,19.08837891,72.84965515,0,19.08851236,72.85508589,-45.72
THY6473,,4bb14c,,,LTBA,LTBA,2018-12-31 14:14:39+00:00,2019-01-01 11:37:46+00:00,2019-01-01 00:00:00+00:00,41.04473877,28.80682373,304.8,40.85843361,28.83143338,1440.18
NAX43J,,47c8ca,,,LEMD,KLAX,2018-12-31 14:15:13+00:00,2019-01-01 01:21:59+00:00,2019-01-01 00:00:00+00:00,40.55556475,-3.576674028,609.6,33.95436432,-118.3799744,175.26
AZA786,,4ca936,EI-EJI,A332,LIMC,,2018-12-31 14:15:39+00:00,2019-01-01 01:40:44+00:00,2019-01-01 00:00:00+00:00,45.61895855,8.726028442,0,36.16868591,140.6877136,3703.32
KAC117,,70605e,9K-AOL,B77W,RPLL,EINN,2018-12-31 14:19:29+00:00,2019-01-01 14:56:26+00:00,2019-01-01 00:00:00+00:00,14.53042603,121.0559345,304.8,52.75946666,-8.802246094,289.56
IGO1823,,80064b,VT-IEJ,A320,WMKK,WMKK,2018-12-31 14:23:34+00:00,2019-01-01 06:50:18+00:00,2019-01-01 00:00:00+00:00,2.746856689,101.6698081,0,2.678466797,101.7175707,243.84
CHH7975,,78129f,,,,CYYZ,2018-12-31 14:23:43+00:00,2019-01-01 19:22:25+00:00,2019-01-01 00:00:00+00:00,36.17752075,115.0013924,11277.6,43.66694641,-79.67457616,182.88
THY85,,4ba94f,TC-JJO,B77W,RPLL,LTBA,2018-12-31 14:24:07+00:00,2019-01-01 02:30:28+00:00,2019-01-01 00:00:00+00:00,14.52635193,121.0547033,304.8,40.87030443,28.85708896,1325.88
ROU1815,,c01791,C-FIYA,B763,CYUL,CSP6,2018-12-31 14:24:45+00:00,2019-01-01 00:06:28+00:00,2019-01-01 00:00:00+00:00,45.45859773,-73.74229431,-304.8,45.31967422,-73.92834175,883.92
TPU905,,a9fa0c,N742AV,A320,SKBO,SUMU,2018-12-31 14:26:03+00:00,2019-01-01 06:36:59+00:00,2019-01-01 00:00:00+00:00,4.695398363,-74.14933303,2438.4,-34.84281378,-56.03805542,45.72
CPA536,,780235,B-LAJ,A333,,,2018-12-31 14:27:06+00:00,2019-01-01 05:32:47+00:00,2019-01-01 00:00:00+00:00,19.07112122,104.6781758,11582.4,34.29508015,136.3420486,2964.18
CLU103,,407082,G-CLAB,B748,UUEE,KORD,2018-12-31 14:27:38+00:00,2019-01-01 01:02:27+00:00,2019-01-01 00:00:00+00:00,55.9660779,37.3607254,304.8,41.96580505,-87.81646729,640.08
SIA600,,76ce63,9V-SSC,A333,,,2018-12-31 14:27:38+00:00,2019-01-01 06:08:54+00:00,2019-01-01 00:00:00+00:00,36.63867188,126.5716553,6705.6,36.91896057,126.8784154,4122.42
PAL104,,7583eb,RP-C7778,B77W,RPLL,KSFO,2018-12-31 14:27:42+00:00,2019-01-01 01:34:44+00:00,2019-01-01 00:00:00+00:00,14.52895342,121.0552657,304.8,37.61588404,-122.3682901,-38.1
RJA181,,740823,JY-BAC,B788,WMKK,,2018-12-31 14:27:59+00:00,2019-01-01 02:29:25+00:00,2019-01-01 00:00:00+00:00,2.774002075,101.7046292,0,31.5065918,36.46534639,4389.12
UAE6AU,,8960ef,A6-EDN,A388,YPPH,OMDB,2018-12-31 14:31:13+00:00,2019-01-01 01:15:49+00:00,2019-01-01 00:00:00+00:00,-31.94210815,115.9645935,0,25.25412369,55.35933177,-60.96
AFR138,,396449,F-GZCJ,A332,LFPG,,2018-12-31 14:31:23+00:00,2019-01-01 00:15:20+00:00,2019-01-01 00:00:00+00:00,48.99590444,2.558296605,0,36.33839753,112.8710223,8869.68
NAX7202,,47c5c7,LN-LND,B788,,ENKJ,2018-12-31 14:31:27+00:00,2019-01-01 13:39:27+00:00,2019-01-01 00:00:00+00:00,60.07948019,11.30189078,1524,59.94177867,11.32586249,2019.3
THY057,,4ba953,TC-JJS,B77W,WIII,LTBA,2018-12-31 14:33:27+00:00,2019-01-01 02:33:42+00:00,2019-01-01 00:00:00+00:00,-6.121307373,106.6376767,0,40.83860236,28.78879894,1470.66
EVA052,,8.99E+09,B-16725,B77W,RCTP,KIAH,2018-12-31 14:34:46+00:00,2019-01-01 03:14:14+00:00,2019-01-01 00:00:00+00:00,25.10897827,121.285909,304.8,29.99349976,-95.24010153,434.34
UAE317,,8963eb,A6-EON,A388,RJBB,OMDB,2018-12-31 14:36:19+00:00,2019-01-01 01:45:28+00:00,2019-01-01 00:00:00+00:00,34.42845154,135.245679,-304.8,25.25479889,55.34821828,-60.96
DAL352,,a45091,N3773D,B738,KJFK,KJFK,2018-12-31 14:37:05+00:00,2019-01-01 00:17:21+00:00,2019-01-01 00:00:00+00:00,40.63205008,-73.78068404,0,40.67124706,-73.73449152,129.54
DAL79,,ab4fd4,N828NW,A333,EHAM,KLAX,2018-12-31 14:39:35+00:00,2019-01-01 01:40:52+00:00,2019-01-01 00:00:00+00:00,52.31295776,4.779434204,-304.8,33.95403846,-118.3832359,144.78
AEA193,,345352,EC-MPE,B788,LEMD,SKBO,2018-12-31 14:40:25+00:00,2019-01-01 00:22:26+00:00,2019-01-01 00:00:00+00:00,40.52940239,-3.574926203,609.6,4.697044373,-74.14975441,
KAC101,,706059,9K-AOF,B77W,,EGLL,2018-12-31 14:40:50+00:00,2019-01-01 14:08:58+00:00,2019-01-01 00:00:00+00:00,29.29760432,50.57566923,10058.4,51.46498858,-0.432510376,-137.16
SWA3708,,aadb19,N799SW,B737,,,2018-12-31 14:42:17+00:00,2019-01-01 01:56:39+00:00,2019-01-01 00:00:00+00:00,33.17179871,-98.22260742,10972.8,33.11884476,-86.34160879,3863.34
CMP235,,0c20cf,HP-1855CMP,B738,,KORD,2018-12-31 14:42:58+00:00,2019-01-01 04:49:29+00:00,2019-01-01 00:00:00+00:00,-29.7749176,-51.17553124,3048,41.96591135,-87.81531755,571.5
THA960,,88516c,HS-TKL,B77W,,ESSA,2018-12-31 14:45:06+00:00,2019-01-01 05:25:28+00:00,2019-01-01 00:00:00+00:00,16.69226074,104.947574,11582.4,59.66889954,18.0184021,396.24
CMP302,,0c20ac,HP-1842CMP,B738,SBGL,KLAX,2018-12-31 14:45:10+00:00,2019-01-01 06:06:38+00:00,2019-01-01 00:00:00+00:00,-22.77397156,-43.13252397,914.4,33.93901062,-118.3672037,106.68
CES755,,781336,,,VCBI,OMDB,2018-12-31 14:48:34+00:00,2019-01-01 15:42:52+00:00,2019-01-01 00:00:00+00:00,7.187618967,79.88883709,0,25.2574287,55.35123285,-60.96
EVA061,,8990dc,B-16713,B77W,RCTP,LOWW,2018-12-31 14:49:49+00:00,2019-01-01 06:59:43+00:00,2019-01-01 00:00:00+00:00,25.10445805,121.279579,609.6,48.11265719,16.56458341,38.1
CXA805,,780c7f,,,,CYVR,2018-12-31 14:50:53+00:00,2019-01-01 01:01:10+00:00,2019-01-01 00:00:00+00:00,25.80459595,119.5034281,6705.6,49.20185852,-123.1713867,-167.64
CMP470,,0c20b6,HP-1846CMP,B738,,CYYZ,2018-12-31 14:50:55+00:00,2019-01-01 04:48:29+00:00,2019-01-01 00:00:00+00:00,-34.51657104,-58.59883211,4267.2,43.6816864,-79.59345618,373.38
BAW49,,4005bc,G-VIID,B772,EGLL,KSEA,2018-12-31 14:51:17+00:00,2019-01-01 00:05:46+00:00,2019-01-01 00:00:00+00:00,51.47758484,-0.473451357,-304.8,47.37849426,-122.3083878,243.84
SIA21,,76cce1,,,KLDJ,,2018-12-31 14:56:11+00:00,2019-01-01 08:07:33+00:00,2019-01-01 00:00:00+00:00,40.63903291,-74.18986234,304.8,3.705093384,103.2954588,11887.2
QTR901,,06a144,A7-APC,A388,YPPH,OTHH,2018-12-31 14:56:18+00:00,2019-01-01 02:05:57+00:00,2019-01-01 00:00:00+00:00,-31.9385376,115.9655273,0,25.22355652,51.64077759,99.06
LAM010,,6011,C9-BAP,B735,,OMRK,2018-12-31 14:56:19+00:00,2019-01-01 11:27:08+00:00,2019-01-01 00:00:00+00:00,-21.23759641,35.71329753,10363.2,25.55075435,55.94357473,129.54
SIA213,,76ce92,9V-STR,A333,RCTP,YPPH,2018-12-31 14:57:38+00:00,2019-01-01 04:40:29+00:00,2019-01-01 00:00:00+00:00,25.09341431,121.2656657,304.8,-31.92803852,115.9685968,68.58
SOO276,,aa7974,N774SA,B77L,,,2018-12-31 14:57:43+00:00,2019-01-01 04:09:28+00:00,2019-01-01 00:00:00+00:00,23.42275846,119.9857076,8839.2,38.86650991,-84.99969482,3345.18
IGO2134,,800d34,,,VOBL,VOMM,2018-12-31 14:59:40+00:00,2019-01-01 00:55:29+00:00,2019-01-01 00:00:00+00:00,13.20621814,77.72750051,914.4,12.98547363,80.15648677,-38.1
DTA745,,0900bc,D2-TEH,B77W,FAGC,SBGR,2018-12-31 14:59:56+00:00,2019-01-01 05:54:53+00:00,2019-01-01 00:00:00+00:00,-26.00999451,28.20195612,2743.2,-23.44010925,-46.4919933,762
VIR23J,,406d4c,G-VCRU,B789,EGLL,KLAX,2018-12-31 15:01:56+00:00,2019-01-01 01:18:55+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.484085083,-304.8,33.95115222,-118.4115028,60.96
AFR293,,3965a4,F-GZNE,B77W,RJTT,LFPG,2018-12-31 15:02:06+00:00,2019-01-01 03:12:26+00:00,2019-01-01 00:00:00+00:00,35.59193239,139.7796956,304.8,49.02686168,2.564729389,-38.1
QTR649,,06a08d,A7-AHD,A320,OTHH,OTHH,2018-12-31 15:02:11+00:00,2019-01-01 01:51:53+00:00,2019-01-01 00:00:00+00:00,25.25570627,51.62662146,0,25.22268677,51.64123535,160.02
IGO748,,800c97,,,VOMM,VABB,2018-12-31 15:02:13+00:00,2019-01-01 05:50:15+00:00,2019-01-01 00:00:00+00:00,12.98290705,80.15914114,-304.8,19.08841925,72.8488936,-22.86
CPA892,,789217,,,,KSFO,2018-12-31 15:04:13+00:00,2019-01-01 01:07:27+00:00,2019-01-01 00:00:00+00:00,23.34837341,119.8900535,10668,37.61769957,-122.3670362,-38.1
QTR813,,06a11f,,,RJTT,OTHH,2018-12-31 15:05:37+00:00,2019-01-01 02:49:47+00:00,2019-01-01 00:00:00+00:00,35.58517456,139.7811127,304.8,25.22367833,51.64071713,121.92
BAW276,,406891,G-ZBJD,B788,EGLL,EGLL,2018-12-31 15:08:42+00:00,2019-01-01 12:24:14+00:00,2019-01-01 00:00:00+00:00,51.46484892,-0.473251343,-304.8,51.46498858,-0.435562134,-144.78
WJA2509,,c05d9d,C-GJLS,,CYYZ,CYYZ,2018-12-31 15:08:56+00:00,2019-01-01 00:25:04+00:00,2019-01-01 00:00:00+00:00,43.67535607,-79.66238839,0,43.66667175,-79.67502328,312.42
BAW9CG,,400615,G-CIVM,B744,EGLL,KPHX,2018-12-31 15:09:40+00:00,2019-01-01 01:19:48+00:00,2019-01-01 00:00:00+00:00,51.46480237,-0.475158691,-304.8,33.44078064,-111.9750732,464.82
AAL79,,a9aebe,N723AN,B77W,EGLL,KDFW,2018-12-31 15:13:19+00:00,2019-01-01 01:28:49+00:00,2019-01-01 00:00:00+00:00,51.46485901,-0.475604083,-304.8,32.87132263,-97.00993652,198.12
FDX5986,,ac3857,N887FD,B77L,,MS65,2018-12-31 15:16:21+00:00,2019-01-01 04:33:23+00:00,2019-01-01 00:00:00+00:00,23.75912476,120.1466878,9144,35.00276727,-90.10951996,1470.66
AFR165,,394a04,F-GSQE,B77W,LFPG,LFPG,2018-12-31 15:16:46+00:00,2019-01-01 17:12:59+00:00,2019-01-01 00:00:00+00:00,48.99562512,2.549695467,0,48.9962303,2.627900776,30.48
JSA761,,76aa6b,9V-JSK,A320,WMKK,RPLL,2018-12-31 15:17:09+00:00,2019-01-01 01:59:12+00:00,2019-01-01 00:00:00+00:00,2.742531987,101.6745363,0,14.49334717,120.9919581,45.72
CCA879,,781009,B-7800,B789,,CYMX,2018-12-31 15:17:11+00:00,2019-01-01 18:14:17+00:00,2019-01-01 00:00:00+00:00,36.21153259,115.0048828,11277.6,45.70495605,-74.02942937,2415.54
QFA26,,7c4836,VH-OJS,B744,RJTT,YSSY,2018-12-31 15:18:09+00:00,2019-01-01 00:15:06+00:00,2019-01-01 00:00:00+00:00,35.57418823,139.8649979,609.6,-33.96318054,151.180339,30.48
IBE6117,,344344,EC-LUX,A333,LEMD,KOPF,2018-12-31 15:18:14+00:00,2019-01-01 00:10:29+00:00,2019-01-01 00:00:00+00:00,40.5253989,-3.574738936,304.8,25.93401893,-80.3948329,891.54
ANA106,,869232,JA788A,B77W,RJTT,KHHR,2018-12-31 15:19:39+00:00,2019-01-01 00:06:58+00:00,2019-01-01 00:00:00+00:00,35.59254456,139.7792244,304.8,33.95622641,-118.3613205,274.32
SVA449,,71005d,HZ-AQK,A333,OERK,FABB,2018-12-31 15:19:51+00:00,2019-01-01 05:08:59+00:00,2019-01-01 00:00:00+00:00,24.97709656,46.63645426,1219.2,-26.22660828,28.22895554,1927.86
NRS7506,,40742d,,,,EGKK,2018-12-31 15:20:14+00:00,2019-01-01 03:52:28+00:00,2019-01-01 00:00:00+00:00,-34.91537476,-58.18746139,2438.4,51.15673828,-0.12812434,60.96
CRK027,,780a1f,B-LNG,A332,,NZAA,2018-12-31 15:20:34+00:00,2019-01-01 01:02:24+00:00,2019-01-01 00:00:00+00:00,16.48559053,119.8261152,10058.4,-37.00740051,174.8030577,-7.62
UAE387,,896308,A6-ENF,B77W,OMDB,OMDB,2018-12-31 15:20:41+00:00,2019-01-01 08:18:14+00:00,2019-01-01 00:00:00+00:00,25.2483161,55.36365725,-304.8,25.2483902,55.36547343,
ACA016,,c0171a,C-FITL,B77W,CYYZ,CYYZ,2018-12-31 15:20:54+00:00,2019-01-01 22:30:41+00:00,2019-01-01 00:00:00+00:00,43.67541504,-79.66231235,0,43.66127014,-79.68287978,220.98
MAS131,,75046b,,,WMKK,NZAA,2018-12-31 15:23:58+00:00,2019-01-01 01:45:05+00:00,2019-01-01 00:00:00+00:00,2.783078986,101.6989715,0,-37.00833078,174.7995858,-15.24
FIN27,,461f07,OH-LTN,A333,EFHK,,2018-12-31 15:24:35+00:00,2019-01-01 02:24:36+00:00,2019-01-01 00:00:00+00:00,60.31393433,24.90505876,0,23.57144631,-81.22980082,10668
CMP873,,0c20ad,HP-1843CMP,B738,MMMX,,2018-12-31 15:24:54+00:00,2019-01-01 02:38:05+00:00,2019-01-01 00:00:00+00:00,19.47373212,-99.00734086,3048,-21.58534163,-44.07251994,9334.5
UAL87,,aa4440,N76021,B772,KLDJ,KLDJ,2018-12-31 15:28:08+00:00,2019-01-01 22:07:59+00:00,2019-01-01 00:00:00+00:00,40.65076408,-74.2414856,609.6,40.62121582,-74.21002197,335.28
THY6436,,4bb14d,,,KIAH,LTBW,2018-12-31 15:28:44+00:00,2019-01-01 01:58:32+00:00,2019-01-01 00:00:00+00:00,29.9122467,-95.34781063,304.8,40.93738621,28.49042025,1211.58
BAW97A,,4007fa,G-YMMO,B772,EGLL,KIAH,2018-12-31 15:28:56+00:00,2019-01-01 01:42:05+00:00,2019-01-01 00:00:00+00:00,51.46481323,-0.475158691,-304.8,29.97763941,-95.22421875,419.1
BAW119,,405bfe,G-YMMU,B772,EGLL,VOMM,2018-12-31 15:29:59+00:00,2019-01-01 01:39:59+00:00,2019-01-01 00:00:00+00:00,51.46470927,-0.482330322,-304.8,12.98483276,80.154782,-45.72
QTR929,,06a19e,A7-BEC,B77W,RPLL,OTHH,2018-12-31 15:31:13+00:00,2019-01-01 00:58:53+00:00,2019-01-01 00:00:00+00:00,14.52891541,121.0549874,609.6,25.23568726,51.63548787,68.58
BAW287,,406ec9,G-XLEK,A388,EGLL,KSFO,2018-12-31 15:32:22+00:00,2019-01-01 01:46:21+00:00,2019-01-01 00:00:00+00:00,51.46472168,-0.488594674,-304.8,37.61714172,-122.3657227,-30.48
AFG707,,700007,YA-CAV,A310,VIDP,UUEE,2018-12-31 15:32:34+00:00,2019-01-01 03:16:59+00:00,2019-01-01 00:00:00+00:00,28.56706238,77.08282471,304.8,55.97939184,37.46792793,213.36
IGO088,,800649,VT-IEH,A320,VABB,OMDB,2018-12-31 15:32:41+00:00,2019-01-01 00:18:58+00:00,2019-01-01 00:00:00+00:00,19.08851624,72.85956247,0,25.26200246,55.34768302,
EIN1AK,,4ca15e,EI-DAA,A332,,KLAX,2018-12-31 15:33:29+00:00,2019-01-01 01:42:27+00:00,2019-01-01 00:00:00+00:00,53.54103218,-6.888104607,3048,33.93527791,-118.4036064,53.34
CHH493,,780d64,B-2759,B788,,KLAX,2018-12-31 15:33:41+00:00,2019-01-01 01:50:17+00:00,2019-01-01 00:00:00+00:00,32.69885047,127.8996931,10363.2,33.95462036,-118.3772932,182.88
FDX5154,,ac3fc5,,,PANC,,2018-12-31 15:33:53+00:00,2019-01-01 02:56:15+00:00,2019-01-01 00:00:00+00:00,61.19293213,-150.0107574,0,36.98020935,127.7559775,6210.3
IBE6620,,3451cd,EC-MNK,A332,LEMD,LEMD,2018-12-31 15:36:06+00:00,2019-01-01 12:57:59+00:00,2019-01-01 00:00:00+00:00,40.52525924,-3.574614091,304.8,40.47189331,-3.562805176,434.34
UAE335,,8.96E+04,A6-EBZ,B77W,RPLL,OMDB,2018-12-31 15:40:47+00:00,2019-01-01 00:22:14+00:00,2019-01-01 00:00:00+00:00,14.5269928,121.0516726,304.8,25.247001,55.36808806,-60.96
UAE313,,8964a8,,,RJTT,OMDB,2018-12-31 15:40:48+00:00,2019-01-01 03:41:56+00:00,2019-01-01 00:00:00+00:00,35.5940094,139.7825432,304.8,25.24666214,55.36312103,
CSN327,,7808b0,B-6139,A388,,KLAX,2018-12-31 15:43:14+00:00,2019-01-01 01:13:13+00:00,2019-01-01 00:00:00+00:00,32.79872131,129.4668457,10668,33.95443726,-118.3790308,175.26
SAA281,,00b1f5,ZS-SXG,A343,YPPH,FAGM,2018-12-31 15:43:56+00:00,2019-01-01 02:23:25+00:00,2019-01-01 00:00:00+00:00,-31.95941162,115.9595947,0,-26.20953369,28.21480805,1965.96
EVA315,,8990c7,B-16340,A333,RCTP,YBBN,2018-12-31 15:45:07+00:00,2019-01-01 00:17:08+00:00,2019-01-01 00:00:00+00:00,25.1100769,121.2863159,304.8,-27.41793823,153.1095627,99.06
UAE209,,89610c,A6-ECE,B77W,LGAV,KEWR,2018-12-31 15:45:37+00:00,2019-01-01 01:37:57+00:00,2019-01-01 00:00:00+00:00,37.95597839,23.95165626,304.8,40.76211548,-74.1204834,411.48
JAL12,,86e4b8,JA867J,B789,EFHK,KDFW,2018-12-31 15:46:33+00:00,2019-01-01 13:53:12+00:00,2019-01-01 00:00:00+00:00,60.31338501,24.90467992,0,32.87017822,-97.05487061,137.16
